reference,unit,value,lib_id,x_mm,y_mm,angle,mirror,pins_nets
R42,1,18,Device:R,269.24,97.79,0,,1:/CIS_VLED_G; 2:Net-(Q2-D)
#PWR0219,1,GND,power:GND,406.4,32.385,0,y,1:None
#PWR0154,1,+3.3V,power:+3.3V,274.955,361.315,0,,1:None
C109,1,2.2uF,Device:C,422.275,318.135,0,x,1:GND; 2:Net-(U14-VCAPDSI)
#PWR058,1,GND,power:GND,103.505,180.975,0,,1:None
C21,1,18pF,Device:C,74.93,390.525,180,,1:GND; 2:Net-(U5-XTAL2)
#PWR080,1,GND,power:GND,157.48,370.84,0,y,1:None
#PWR06,1,GND,power:GND,34.29,180.975,0,,1:None
C105,1,100nF,Device:C,414.655,69.215,180,,1:GND; 2:/RST
C47,1,100nF,Device:C,180.975,88.265,0,x,1:GNDA; 2:+4.5V
C12,1,10uF,Device:C,171.45,225.425,0,x,1:GND; 2:+4.5V
C74,1,4.7uF,Device:C,276.225,310.515,0,x,1:GND; 2:+3.3V
C65,1,10uF,Device:C,233.68,48.895,0,x,1:GNDA; 2:+3.3VCIS
C29,1,47µF,Device:C,103.505,146.685,0,y,1:+4.5V; 2:GND
C70,1,100nF,Device:C,267.97,377.825,0,x,1:GND; 2:+3.3V
#PWR0221,1,GND,power:GND,406.4,314.325,0,y,1:None
#PWR0113,1,+3.3VCIS,power:+3.3VA,227.965,106.68,0,,1:None
#PWR0198,1,GND,power:GND,371.475,48.895,0,,1:None
#PWR0127,1,GND,power:GND,252.095,233.68,270,,1:None
#PWR0146,1,+3.3V,power:+3.3V,267.97,343.535,0,,1:None
#PWR0137,1,GND,power:GND,254,200.66,270,,1:None
#FLG07,1,PWR_FLAG,power:PWR_FLAG,201.93,382.905,90,,1:None
#PWR0141,1,GND,power:GND,254.635,62.865,0,,1:None
C63,1,100nF,Device:C,227.965,88.265,0,x,1:GNDA; 2:+3.3VADC
R70,1,10K,Device:R,555.625,80.645,90,,1:/DCMI_HSYNC; 2:GND
#PWR085,1,+1.8V,power:+1V8,168.275,161.925,0,,1:None
#PWR032,1,GND,power:GND,170.18,264.16,0,,1:None
#PWR0112,1,GNDA,power:GNDA,227.965,92.075,0,,1:None
#PWR0239,1,GND,power:GND,434.34,48.895,0,y,1:None
C129,1,10uF,Device:C_Small,608.965,36.195,0,,1:VBUS; 2:GND
#PWR0269,1,GND,power:GND,639.445,38.735,0,,1:None
R54,1,R_0020,DVB_R:R_0020,414.655,61.595,180,,1:/RST; 2:+3.3V
R46,1,4.7K,Device:R,294.64,238.76,90,,1:Net-(J2-LID); 2:GND
#PWR0253,1,GND,power:GND,519.43,32.385,0,y,1:None
#PWR0122,1,+3.3V,power:+3V3,249.555,185.42,90,,1:None
R58,1,33,Device:R,431.8,187.325,270,,1:Net-(U14-PI4); 2:/DCMI_D5
#PWR071,1,+3.3V,power:+3.3V,116.84,173.355,0,,1:None
C111,1,100nF,Device:C,427.355,45.085,0,x,1:GND; 2:+3.3V
#PWR0167,1,GND,power:GND,282.575,323.215,270,,1:None
R18,1,10K,Device:R,74.93,154.305,0,,1:Net-(U1-FB); 2:GND
#PWR091,1,GNDA,power:GNDA,173.99,114.3,0,,1:None
#PWR0144,1,GNDA,power:GNDA,264.795,32.385,270,,1:None
#PWR066,1,GND,power:GND,212.09,266.7,0,,1:None
U5,1,LAN8742A,Interface_Ethernet:LAN8742A,95.885,358.775,0,,17:Net-(U5-TXD0); 18:Net-(U5-TXD1); 16:/ETH_TX_EN; 8:Net-(U5-RXD0/MODE0); 7:Net-(U5-RXD1/MODE1); 10:Net-(U5-RXER/PHYAD0); 11:Net-(U5-CRS_DV/MODE2); 12:/ETH_MDIO; 13:/ETH_MDC; 15:/ETH_RST; 14:Net-(U5-~{INT}/REFCLKO); 5:Net-(U5-XTAL1/CLKIN); 4:Net-(U5-XTAL2); 9:+3.3V; 6:+3.3V; 19:Net-(TR1-C_RD); 25:GND; 1:Net-(TR1-C_RD); 21:/TX_P; 20:/TX_N; 23:/RX_P; 22:/RX_N; 24:Net-(U5-RBIAS); 3:/LEFT_LED; 2:/RIGHT_LED
#PWR0201,1,GND,power:GND,378.46,48.895,0,,1:None
C82,1,100nF,Device:C,345.44,327.025,0,x,1:GND; 2:+3.3V
C112,1,100nF,Device:C,434.34,28.575,0,x,1:GND; 2:+3.3V
R62,1,33,Device:R,431.8,243.205,270,,1:Net-(U14-PH9); 2:/DCMI_D0
U13,1,MX25L12833FM2I-10GTR,Memory_Flash:MX25L3233FM1,392.43,381,0,,1:/QUADSPI_NCS; 6:Net-(U13-SCLK); 5:/QUADSPI_IO0; 2:/QUADSPI_IO1; 3:/QUADSPI_IO2; 7:/QUADSPI_IO3; 8:+3.3V; 4:GND
#PWR0200,1,GND,power:GND,378.46,32.385,0,,1:None
#PWR0123,1,+7.6V,power:+1V8,249.555,190.5,90,,1:None
C58,1,10nF,Device:C,209.55,379.095,0,,1:Net-(C58-Pad1); 2:Net-(C58-Pad2)
#PWR0119,1,+1.8V,power:+1V8,247.65,238.76,90,,1:None
R17,1,46.2K,Device:R,74.93,146.685,0,,1:+4.5V; 2:Net-(U1-FB)
C122,1,1uF,Device:C,525.78,28.575,180,,1:GND; 2:+3.3V
#PWR0233,1,GND,power:GND,422.275,321.945,0,y,1:None
C76,1,4.7uF,Device:C,304.165,81.915,180,,1:GND; 2:+3.3V
J4,1,634008137521,CIS_Library:634008137521,221.615,351.155,0,,1:Net-(TR1-TX+); 2:Net-(TR1-TX-); 3:Net-(TR1-RX+); 4:Net-(C54-Pad1); 5:Net-(C54-Pad1); 6:Net-(TR1-RX-); 7:Net-(C58-Pad1); 8:Net-(C58-Pad1); SH:Net-(C50-Pad2); 11:/RIGHT_LED; 12:Net-(J4-Pad12); 9:/LEFT_LED; 10:Net-(J4-Pad10); 1:Net-(TR1-TX+); 2:Net-(TR1-TX-); 3:Net-(TR1-RX+); 4:Net-(C54-Pad1); 5:Net-(C54-Pad1); 6:Net-(TR1-RX-); 7:Net-(C58-Pad1); 8:Net-(C58-Pad1); 9:/LEFT_LED; 10:Net-(J4-Pad10); 11:/RIGHT_LED; 12:Net-(J4-Pad12)
C81,1,100nF,Device:C,330.835,143.51,0,x,1:GND; 2:+1.8V
U8,1,ADP7142AUJZ-3.3,Regulator_Linear:ADP7142AUJZ-3.3,203.835,109.22,0,,1:+4.5V; 3:/PW_ADC_EN; 2:GNDA; 5:+3.3VCIS; 4:+3.3VCIS
#PWR0169,1,GND,power:GND,282.575,346.075,270,,1:None
#PWR0223,1,GND,power:GND,407.035,373.38,0,,1:None
#PWR077,1,GND,power:GND,149.225,57.785,90,,1:None
TR1,1,PT61017PEL,Transformer:PT61017PEL,170.18,346.075,0,x,8:/RX_N; 7:Net-(TR1-C_RD); 6:/RX_P; 3:/TX_N; 2:Net-(TR1-C_RD); 1:/TX_P; 9:Net-(TR1-RX-); 10:Net-(TR1-C_RX); 11:Net-(TR1-RX+); 14:Net-(TR1-TX-); 15:Net-(TR1-C_TX); 16:Net-(TR1-TX+)
Q3,1,BSS138PW,Transistor_FET:BSS138,280.67,106.68,0,,1:Net-(Q3-G); 3:Net-(Q3-D); 2:GND
#PWR0268,1,+3.3V,power:+3V3,639.445,31.115,0,,1:None
C78,1,100nF,Device:C,311.15,81.915,180,,1:GND; 2:+3.3V
C77,1,100nF,Device:C,311.15,28.575,180,,1:GND; 2:+3.3V
#PWR0183,1,GND,power:GND,317.5,170.18,0,,1:None
C23,1,100nF,Device:C,85.725,74.295,0,y,1:+3.3VADC; 2:GNDA
#PWR0159,1,GND,power:GND,288.29,185.42,90,,1:None
U6,1,TXS0108EPW,Logic_LevelTranslator:TXS0108EPW,180.34,172.085,0,,10:+1.8V; 1:/TP_~{RESET}; 3:/TP_~{INT}; 4:/TP_CLK; 5:/TP_MISO; 6:/TP_MOSI; 7:/TP_~{CS}; 8:/DISP_TE; 9:unconnected-(U6-A8-Pad9); 2:+1.8V; 11:unconnected-(U6-GND-Pad11); 19:+3.3V; 20:/TOUCH_~{RESET}; 18:/TOUCH_~{INT}; 17:/SPI2_SCK; 16:/SPI2_MISO; 15:/SPI2_MOSI; 14:/SPI2_NSS; 13:/DISP_TE; 12:unconnected-(U6-B8-Pad12)
R8,1,33,Device:R,36.83,358.775,90,,1:/ETH_CRS_DV; 2:Net-(U5-CRS_DV/MODE2)
#PWR0172,1,GND,power:GND,282.575,389.255,270,,1:None
C125,1,4.7uF,Device:C,548.64,59.055,180,,1:GND; 2:+3.3V
#PWR0139,1,+4.5V,power:+5VA,248.285,55.245,0,,1:None
#PWR0115,1,+3.3VCIS,power:+3.3VA,233.68,45.085,0,,1:None
R59,1,10K,Device:R,431.8,189.865,90,,1:GND; 2:Net-(U14-PI5)
C26,1,47µF,Device:C,90.17,177.165,0,,1:+3.3V; 2:GND
C117,1,100nF,Device:C,448.31,51.435,0,x,1:GND; 2:+3.3V
R67,1,33,Device:R,546.1,182.245,90,,1:Net-(U14-PC8); 2:/CIS_SP
X2,1,OT322525MJBA4SL,Device:Crystal_GND24,400.05,230.505,0,,1:Net-(U14-PH0); 2:GND; 4:GND; 3:Net-(U14-PH1)
#PWR0199,1,+3.3V,power:+3.3V,378.46,24.765,0,,1:None
C7,1,100nF,Device:C,40.64,139.065,0,x,1:GND; 2:+15
#PWR0136,1,GND,power:GND,254,193.04,270,,1:None
C127,1,4.7uF,Device:C,561.34,59.055,180,,1:GND; 2:+3.3V
#PWR05,1,GND,power:GND,34.29,142.875,0,,1:None
#PWR0163,1,GND,power:GND,290.195,233.68,90,,1:None
#PWR099,1,GNDA,power:GNDA,201.93,43.18,0,,1:None
#PWR0181,1,GND,power:GND,304.165,85.725,0,y,1:None
R36,1,1OK,Device:R,241.935,346.075,180,,1:GND; 2:/RIGHT_LED
R27,1,75,Device:R,194.31,386.715,180,,1:Net-(C50-Pad2); 2:Net-(C54-Pad2)
C128,1,4.7uF,Device:C,567.69,59.055,180,,1:GND; 2:+3.3V
L5,1,MH2029-601Y,Device:FerriteBead,114.3,308.61,0,,1:+3.3V; 2:Net-(TR1-C_RD)
#PWR0125,1,-4.5V,power:+1V8,249.555,198.12,90,,1:None
C42,1,100nF,Device:C,161.925,69.215,0,y,1:+3.3V; 2:GND
#PWR078,1,GND,power:GND,149.225,62.865,90,,1:None
#PWR0118,1,GNDA,power:GNDA,240.03,52.705,0,,1:None
C34,1,100nF,Device:C,107.95,321.945,180,,1:GND; 2:Net-(TR1-C_RD)
#PWR013,1,GND,power:GND,46.355,356.235,270,,1:None
C75,1,4.7uF,Device:C,304.165,28.575,180,,1:GND; 2:+3.3V
#PWR0261,1,GND,power:GND,559.435,80.645,90,,1:None
#PWR0193,1,GND,power:GND,345.44,330.835,0,,1:None
#PWR0213,1,GND,power:GND,399.415,48.895,0,y,1:None
R23,1,49.9,Device:R,130.175,321.945,180,,1:/RX_P; 2:Net-(TR1-C_RD)
C41,1,100nF,Device:C,160.655,158.115,0,x,1:GND; 2:+1.8V
#PWR0138,1,GND,power:GND,247.65,114.3,0,,1:None
R24,1,49.9,Device:R,135.255,321.945,180,,1:/RX_N; 2:Net-(TR1-C_RD)
C32,1,100nF,Device:C,205.74,275.59,180,,1:GND; 2:Net-(U4-CT)
#PWR0109,1,GNDA,power:GNDA,220.98,114.3,0,,1:None
C3,1,10uF,Device:C,34.29,139.065,0,x,1:GND; 2:+15
#PWR082,1,GND,power:GND,160.655,161.925,0,,1:None
#PWR0131,1,GND,power:GND,252.095,269.24,270,,1:None
#PWR0232,1,GND,power:GND,420.37,48.895,0,y,1:None
L6,1,BLM18PG601SN1D,Device:FerriteBead,243.205,40.005,270,,1:Net-(J3-VREF); 2:/CIS_VREF
C5,1,10uF,Device:C,152.4,225.425,0,x,1:GND; 2:+4.5V
C118,1,1uF,Device:C,486.41,28.575,180,,1:GND; 2:+3.3V
R7,1,33,Device:R,36.83,353.695,270,,1:Net-(U5-RXD1/MODE1); 2:/ETH_RXD1
C114,1,100nF,Device:C,441.325,28.575,0,x,1:GND; 2:+3.3V
#PWR059,1,-4.5V,power:+1V8,205.74,248.92,0,,1:None
C120,1,100nF,Device:C,499.745,28.575,180,,1:GND; 2:+3.3V
R57,1,33,Device:R,431.8,182.245,270,,1:Net-(U14-PI2); 2:/CIS_XLSYNC
#PWR0226,1,GND,power:GND,413.385,48.895,0,y,1:None
#PWR037,1,GND,power:GND,175.26,274.32,0,,1:None
R41,1,100K,Device:R,261.62,110.49,0,,1:Net-(Q2-G); 2:GND
#PWR0117,1,GND,power:GND,239.395,361.315,0,y,1:None
#PWR0110,1,GNDA,power:GNDA,223.52,47.625,0,,1:None
C50,1,1nF,Device:C,181.61,394.335,180,,1:GND; 2:Net-(C50-Pad2)
#PWR0271,1,+1.8V,power:+1V8,664.845,31.115,0,,1:None
#PWR07,1,+4.5V,power:+6V,152.4,221.615,0,,1:None
C66,1,100nF,Device:C,240.03,48.895,0,y,1:+3.3VCIS; 2:GNDA
#PWR0134,1,GND,power:GND,254,182.88,270,,1:None
D1,1,RCLAMP0582B-N,Power_Protection:RCLAMP0582B,147.32,365.76,90,,3:GND; 1:/TX_P; 2:/TX_N
U11,1,ICM-42688,CIS_Library:ICM-42688,325.12,46.99,0,,1:/SPI1_MISO; 14:/SPI1_MOSI; 13:/SPI1_SCK; 12:/IMU_CS; 8:+3.3V; 11:GND; 6:GND; 7:GND; 5:+3.3V; 10:unconnected-(U11-RESV-Pad10); 3:unconnected-(U11-RESV-Pad3); 2:unconnected-(U11-RESV-Pad2); 4:/IMU_INT; 9:/MEMS_FSYNC
#PWR023,1,GND,power:GND,54.61,206.375,0,,1:None
L1,1,MS1350-6R8M,Device:L,69.85,142.875,90,,1:Net-(U1-SW); 2:+4.5V
C51,1,100pF,Device:C,187.325,36.195,0,x,1:GNDA; 2:/CIS_ADC_2
#PWR0171,1,GND,power:GND,282.575,376.555,270,,1:None
C103,1,100nF,Device:C,413.385,28.575,0,x,1:GND; 2:+3.3V
#PWR060,1,GND,power:GND,205.74,256.54,0,,1:None
#PWR072,1,GND,power:GND,116.84,180.975,0,,1:None
D2,1,RCLAMP0582B-N,Power_Protection:RCLAMP0582B,157.48,365.76,90,,3:GND; 1:/RX_P; 2:/RX_N
R11,1,10K,Device:R,48.895,376.555,180,,1:GND; 2:/ETH_RST
#PWR0102,1,GNDA,power:GNDA,203.835,94.615,0,,1:None
#PWR0256,1,GND,power:GND,532.13,48.895,0,y,1:None
#PWR0241,1,GND,power:GND,435.61,88.265,270,,1:None
C38,1,100nF,Device:C,116.84,177.165,0,x,1:GND; 2:+3.3V
R68,1,33,Device:R,546.1,184.785,270,,1:/DCMI_D3; 2:Net-(U14-PC9)
U15,1,XC6206P332MR,Regulator_Linear:XC6206PxxxMR,624.205,31.115,0,,3:VBUS; 1:GND; 2:+3.3V
U9,1,IS42S16160J-6BLI,CIS_Library:IS42S16160J-6BLI,289.56,323.215,0,,A1:GND; A2:/FMC_D15; A3:+3.3V; A7:GND; A8:/FMC_D0; A9:unconnected-(U9-VDD-PadA9); B1:/FMC_D14; B2:/FMC_D13; B3:+3.3V; B7:GND; B8:/FMC_D2; B9:/FMC_D1; C1:/FMC_D12; C2:/FMC_D11; C3:GND; C7:+3.3V; C8:/FMC_D4; C9:/FMC_D3; D1:/FMC_D10; D2:/FMC_D9; D3:+3.3V; D7:GND; D8:/FMC_D6; D9:/FMC_D5; E1:/FMC_D8; E2:unconnected-(U9-NC-PadE2); E3:GND; J9:+3.3V; J8:/FMC_A2; J7:/FMC_A3; J3:/FMC_A4; J2:/FMC_A5; J1:GND; H9:/FMC_A10; H8:/FMC_A1; H7:/FMC_A0; H3:/FMC_A6; H2:/FMC_A7; H1:/FMC_A8; G9:/FMC_SDNE0; G8:/FMC_BA1; G7:/FMC_BA0; G3:/FMC_A9; G2:/FMC_A11; G1:/FMC_A12; F9:/FMC_SDNWE; F8:/FMC_SDNRAS; F7:/FMC_SDNCAS; F3:/FMC_SDCKE0; F2:/FMC_SDCLK; F1:/FMC_NBL1; E9:/FMC_D7; E8:/FMC_NBL0; E7:+3.3V
C31,1,10µF,Device:C,205.74,252.73,0,y,1:-4.5V; 2:GND
C73,1,100nF,Device:C,274.955,365.125,0,x,1:GND; 2:+3.3V
C37,1,100nF,Device:C,116.84,146.685,0,x,1:GND; 2:+4.5V
R32,1,220,Device:R,235.585,360.045,90,,1:Net-(J4-Pad10); 2:GND
C106,1,100nF,Device:C,414.655,81.915,0,x,1:GND; 2:VERF+
R69,1,33,Device:R,546.1,189.865,270,,1:/DCMI_D4; 2:Net-(U14-PC11)
#PWR055,1,GND,power:GND,101.6,312.42,0,,1:None
#PWR0114,1,GNDA,power:GNDA,227.965,114.3,0,,1:None
R63,1,33,Device:R,431.8,288.925,270,,1:Net-(U14-PG10); 2:/DCMI_D2
R60,1,33,Device:R,431.8,192.405,270,,1:Net-(U14-PI6); 2:/DCMI_D6
#PWR0242,1,GND,power:GND,441.325,32.385,0,y,1:None
#PWR026,1,GND,power:GND,59.69,206.375,0,,1:None
#PWR0190,1,GND,power:GND,325.12,114.3,0,y,1:None
#PWR070,1,GND,power:GND,116.84,150.495,0,,1:None
#PWR061,1,GND,power:GND,205.74,279.4,0,,1:None
#PWR062,1,GND,power:GND,107.95,312.42,0,,1:None
C57,1,100nF,Device:C,208.28,39.37,0,y,1:+3.3VCIS; 2:GNDA
#FLG05,1,PWR_FLAG,power:PWR_FLAG,116.84,173.355,270,,1:None
#PWR0106,1,GNDA,power:GNDA,208.28,43.18,0,,1:None
R44,1,100K,Device:R,275.59,110.49,0,,1:Net-(Q3-G); 2:GND
#PWR0250,1,GND,power:GND,486.41,339.725,0,,1:None
#PWR0189,1,GND,power:GND,325.12,57.15,0,y,1:None
#PWR0105,1,GND,power:GND,205.105,161.29,0,,1:None
C59,1,1uF,Device:C,217.17,43.815,0,x,1:GNDA; 2:/CIS_VREF
L3,1,4.7uH,Device:L,190.5,221.615,90,,1:+4.5V; 2:Net-(U4-SWP1)
U3,1,VSP5610RSHR,CIS_Library:VSP5610RSHR,78.105,24.765,0,,1:GND; 2:unconnected-(U3-AVDD_LDO-Pad2); 3:GNDA; 4:/CIS_ADC_1; 5:Net-(U3-AINGND1); 6:/CIS_ADC_2; 7:Net-(U3-AINGND2); 8:/CIS_ADC_3; 9:Net-(U3-AINGND3); 10:Net-(U3-AIN4); 11:Net-(U3-AINGND4); 12:GNDA; 13:Net-(U3-REF_AIN); 14:Net-(U3-ISET); 15:GNDA; 16:Net-(U3-REFP); 17:Net-(U3-REFN); 18:GNDA; 19:+3.3VADC; 20:unconnected-(U3-XSH1-Pad20); 21:unconnected-(U3-XSH2-Pad21); 22:unconnected-(U3-XSH3-Pad22); 23:unconnected-(U3-XSH4-Pad23); 24:unconnected-(U3-GPIO0-Pad24); 25:/DCMI_PIXCLK; 26:GND; 27:GND; 28:/CIS_CP; 57:unconnected-(U3-EPAD-Pad57); 56:unconnected-(U3-XRS-Pad56); 55:unconnected-(U3-XCP-Pad55); 54:unconnected-(U3-X2L-Pad54); 53:unconnected-(U3-X1L-Pad53); 52:unconnected-(U3-XP4-Pad52); 51:unconnected-(U3-XP3-Pad51); 50:unconnected-(U3-XP2-Pad50); 49:unconnected-(U3-XP1-Pad49); 48:unconnected-(U3-XCLR-Pad48); 47:unconnected-(U3-XST/GPIO3-Pad47); 46:/SPI4_MISO; 45:/CIS_XLSYNC; 44:GND; 43:+3.3V; 42:GND; 41:+3.3V; 40:/DCMI_D0; 39:/DCMI_D1; 38:/DCMI_D2; 37:/DCMI_D3; 36:/DCMI_D4; 35:/DCMI_D5; 34:/DCMI_D6; 33:/DCMI_D7; 32:/SPI4_SCK; 31:/SPI4_MOSI; 30:/SPI4_NSS; 29:GND
#PWR015,1,GND,power:GND,46.99,191.135,270,,1:None
#PWR041,1,GNDA,power:GNDA,85.725,57.785,270,,1:None
D3,1,DF01S,Diode_Bridge:DF01S,201.93,375.285,90,,2:GND; 4:Net-(C54-Pad1); 3:Net-(C58-Pad1); 1:Net-(D3-+)
#PWR028,1,GNDA,power:GNDA,66.675,78.105,0,,1:None
C16,1,100nF,Device:C,66.675,74.295,0,y,1:Net-(U3-REF_AIN); 2:GNDA
#PWR0128,1,GND,power:GND,252.095,243.84,270,,1:None
#PWR018,1,+3.3V,power:+3.3V,48.895,332.105,0,,1:None
C79,1,10nF,Device:C,318.135,28.575,180,,1:GND; 2:+3.3V
#PWR0216,1,GND,power:GND,400.05,314.325,0,y,1:None
#PWR0237,1,GND,power:GND,427.355,48.895,0,y,1:None
C94,1,100nF,Device:C,399.415,45.085,0,x,1:GND; 2:+3.3V
C90,1,100nF,Device:C,392.43,45.085,0,x,1:GND; 2:+3.3V
C91,1,18pF,Device:C,393.7,234.315,0,x,1:GND; 2:Net-(U14-PH0)
#PWR0270,1,GND,power:GND,652.145,38.735,0,,1:None
#PWR0207,1,+3.3V,power:+3.3V,392.43,365.76,0,,1:None
#PWR0222,1,GND,power:GND,407.035,238.125,0,,1:None
C85,1,4.7uF,Device:C,378.46,28.575,0,x,1:GND; 2:+3.3V
C22,1,100nF,Device:C,79.375,74.295,0,y,1:Net-(U3-REFN); 2:GNDA
#PWR0192,1,+3.3V,power:+3.3V,345.44,323.215,0,,1:None
#PWR067,1,+3.3V,power:+3.3V,114.3,304.8,0,,1:None
X1,1,OT322525MJBA4SL,Device:Crystal_GND24,66.675,386.715,0,,1:Net-(U5-XTAL1/CLKIN); 2:GND; 4:GND; 3:Net-(U5-XTAL2)
#PWR0185,1,GND,power:GND,311.15,85.725,0,y,1:None
#PWR0206,1,GND,power:GND,392.43,48.895,0,y,1:None
#PWR0168,1,GND,power:GND,282.575,330.835,270,,1:None
C121,1,100nF,Device:C,519.43,28.575,180,,1:GND; 2:+3.3V
#PWR0157,1,GND,power:GND,276.225,314.325,0,,1:None
R10,1,10K,Device:R,48.895,335.915,0,,1:+3.3V; 2:Net-(U5-RXD0/MODE0)
U2,1,TPS7A4701RGWR,Regulator_Linear:TPS7A4701xRGW,57.15,188.595,0,,15:+4.5V; 16:+4.5V; 13:+4.5V; 12:GND; 11:GND; 10:unconnected-(U2-0.4V-Pad10); 9:unconnected-(U2-0.8V-Pad9); 8:GND; 6:unconnected-(U2-3.2V-Pad6); 5:unconnected-(U2-6.4V-Pad5); 4:unconnected-(U2-6.4V-Pad4); 21:GND; 7:GND; 1:+3.3V; 20:+3.3V; 3:+3.3V; 14:Net-(U2-NR)
C68,1,100nF,Device:C,254.635,59.055,0,y,1:+4.5V; 2:GND
#PWR0140,1,GND,power:GND,248.285,62.865,0,,1:None
#PWR0108,1,GNDA,power:GNDA,220.98,92.075,0,,1:None
#PWR050,1,GNDA,power:GNDA,93.345,60.325,270,,1:None
Q1,1,BSS138PW,Transistor_FET:BSS138,252.73,106.68,0,,1:Net-(Q1-G); 3:Net-(Q1-D); 2:GND
#PWR038,1,GND,power:GND,74.93,394.335,0,,1:None
R37,1,1K,Device:R,247.65,102.87,0,,1:/CIS_LED_R; 2:Net-(Q1-G)
C2,1,10uF,Device:C,27.94,177.165,0,x,1:GND; 2:+4.5V
#PWR065,1,GND,power:GND,210.82,243.84,0,,1:None
C36,1,10uF,Device:C,114.3,321.945,180,,1:GND; 2:Net-(TR1-C_RD)
