reference,unit,value,lib_id,x_mm,y_mm,angle,mirror,pins_nets
J2,1,AA07-S022VA1,DFR:DFR_Touch_Conn,254.635,229.87,0,,1:+1.8V; 2:Net-(J2-LID); 3:/DISP_VSYNC; 4:unconnected-(J2-GPIO2-Pad4); 5:GND; 6:GND; 7:/TP_MISO; 8:/TP_~{CS}; 9:/TP_CLK; 10:/TP_MOSI; 11:GND; 12:GND; 13:/TP_~{INT}; 14:+1.8V; 15:/TP_32.768_~{RST}; 16:+1.8V; 17:GND; 18:/TP_~{RESET}; 19:+1.8V; 20:+1.8V; 21:+1.8V; 22:+4.5V; 23:GND; 24:GND; 25:GND; 26:GND
C25,1,47µF,Device:C,90.17,146.685,0,y,1:+4.5V; 2:GND
#PWR063,1,GND,power:GND,107.95,325.755,0,,1:None
#PWR0166,1,GND,power:GND,290.195,269.24,90,,1:None
#PWR0245,1,+3.3V,power:+3.3V,448.31,47.625,0,,1:None
R14,1,10K,Device:R,59.055,335.915,0,,1:+3.3V; 2:Net-(U5-CRS_DV/MODE2)
#PWR0211,1,GND,power:GND,393.7,314.325,0,,1:None
R3,1,33,Device:R,30.48,45.085,90,,1:/CIS_VREF; 2:Net-(U3-AINGND3)
#PWR0251,1,GND,power:GND,492.76,32.385,0,,1:None
#PWR042,1,+3.3VADC,power:+3.3VA,85.725,70.485,0,,1:None
R76,1,499K,Device:R,22.86,158.75,0,,1:+15V; 2:/UVLO
C46,1,100pF,Device:C,180.975,36.195,0,x,1:GNDA; 2:/CIS_ADC_3
#PWR0275,1,+1.8V,power:+1V8,214.63,179.07,0,,1:None
#PWR094,1,GND,power:GND,180.975,114.3,0,,1:None
L7,1,BLM18PG601SN1D,Device:FerriteBead,392.43,78.105,270,,1:VREF+; 2:+3.3V
R66,1,33,Device:R,546.1,95.885,90,,1:Net-(U14-PA10); 2:/DCMI_D1
#PWR0246,1,GND,power:GND,448.31,55.245,0,y,1:None
R19,1,10K,Device:R,83.185,57.785,90,,1:GNDA; 2:Net-(U3-ISET)
#PWR0252,1,GND,power:GND,499.745,32.385,0,y,1:None
#PWR0187,1,GND,power:GND,318.135,85.725,0,y,1:None
R34,1,33,Device:R,236.855,27.94,90,,1:/CIS_ADC_2; 2:Net-(J3-SIG2)
C130,1,10uF,Device:C_Small,83.82,259.08,0,,1:+3.3V; 2:GND
C92,1,2.2uF,Device:C,393.7,310.515,0,x,1:GND; 2:Net-(C92-Pad2)
#PWR0293,1,GND,power:GND,210.82,256.54,0,,1:None
#PWR016,1,GND,power:GND,165.1,229.235,0,,1:None
C24,1,100nF,Device:C,85.725,321.945,0,x,1:GND; 2:+3.3V
#FLG09,1,PWR_FLAG,power:PWR_FLAG,227.33,106.68,270,,1:None
R73,1,10K,Device:R,214.63,182.88,0,,1:+1.8V; 2:/DISP_RSTB
C126,1,4.7uF,Device:C,554.99,59.055,180,,1:GND; 2:+3.3V
#PWR081,1,+1.8V,power:+1V8,150.495,154.305,0,,1:None
#PWR0165,1,GND,power:GND,290.195,251.46,90,,1:None
R39,1,36,Device:R,255.27,97.79,0,,1:/CIS_VLED_R; 2:Net-(Q1-D)
C45,1,10uF,Device:C,174.625,110.49,0,x,1:GND; 2:+4.5V
#PWR0309,1,GND,power:GND,52.705,98.425,0,,1:None
#PWR0196,1,+3.3V,power:+3.3V,346.075,35.56,0,,1:None
R12,1,10K,Device:R,50.165,356.235,270,,1:Net-(U5-RXER/PHYAD0); 2:GND
#PWR088,1,+4.5V,power:+5VA,174.625,84.455,0,,1:None
#PWR0155,1,GND,power:GND,274.955,368.935,0,,1:None
C28,1,100nF,Device:C,101.6,321.945,180,,1:GND; 2:Net-(TR1-C_RD)
#PWR0151,1,+3.3V,power:+3.3V,269.24,374.015,0,,1:None
#PWR0262,1,GND,power:GND,561.34,62.865,0,,1:None
#PWR069,1,+4.5V,power:+6V,116.84,142.875,0,,1:None
R15,1,10K,Device:R,64.135,335.915,0,,1:+3.3V; 2:/ETH_MDIO
L4,1,4.7uH,Device:L,207.01,266.7,90,,1:Net-(U4-SWN); 2:GND
#PWR092,1,GNDA,power:GNDA,180.975,40.005,0,,1:None
#PWR0197,1,+3.3V,power:+3.3V,371.475,41.275,0,,1:None
C69,1,100nF,Device:C,267.97,347.345,0,x,1:GND; 2:+3.3V
#PWR0204,1,GND,power:GND,385.445,48.895,0,y,1:None
#PWR0288,1,+3.3V,power:+3.3V,312.42,64.77,0,,1:None
U4,1,TPS65632,DFR:TPS65632,190.5,220.98,0,,1:Net-(U4-SWP1); 2:GND; 3:+4.6V; 4:+4.6V; 5:GND; 6:Net-(U4-CT); 7:GND; 8:/DISP_PW_VO3_EN; 9:/DISP_PW_CTRL; 10:-4.5V; 11:Net-(U4-SWN); 12:+4.5V; 13:+7.6V; 14:GND; 15:Net-(U4-SWP2); 16:+4.5V; 17:GND
R82,1,10K,Device:R,161.925,88.265,0,,1:+3.3V; 2:/SPI4_NSS
#PWR010,1,GND,power:GND,40.64,142.875,0,,1:None
#PWR0273,1,GNDA,power:GNDA,27.94,90.805,180,,1:None
C93,1,100nF,Device:C,399.415,28.575,0,x,1:GND; 2:+3.3V
R47,1,10K,Device:R,295.91,143.51,180,,1:Net-(J1-F_~{CS}); 2:+1.8V
#PWR09,1,GNDA,power:GNDA,34.925,57.785,0,,1:None
#PWR0126,1,GND,power:GND,241.935,349.885,0,y,1:None
C14,1,18pF,Device:C,58.42,390.525,0,x,1:GND; 2:Net-(U5-XTAL1/CLKIN)
#PWR0234,1,GND,power:GND,424.18,70.485,270,x,1:None
C55,1,10uF,Device:C,201.93,39.37,0,x,1:GNDA; 2:+3.3VCIS
#PWR0308,1,GND,power:GND,60.325,98.425,0,,1:None
#PWR012,1,GNDA,power:GNDA,41.275,57.785,0,,1:None
#PWR068,1,GND,power:GND,114.3,325.755,0,,1:None
#PWR045,1,GND,power:GND,85.725,325.755,0,,1:None
Q2,1,BSS138PW,Transistor_FET:BSS138,266.7,106.68,0,,1:Net-(Q2-G); 2:GND; 3:Net-(Q2-D)
#PWR039,1,GNDA,power:GNDA,79.375,78.105,0,,1:None
R49,1,100K,Device:R,157.48,165.735,0,,1:+1.8V; 2:GND
#PWR0150,1,GND,power:GND,269.24,314.325,0,,1:None
#PWR0152,1,+3.3V,power:+3.3V,274.955,330.835,0,,1:None
C10,1,10uF,Device:C,165.1,225.425,0,x,1:GND; 2:+4.5V
#PWR0116,1,GNDA,power:GNDA,233.68,52.705,0,,1:None
C132,1,4.7uF,Device:C,109.22,257.81,0,,1:+1.8V; 2:GND
#PWR0100,1,+15V,power:+15V,201.93,359.41,0,,1:None
#PWR0107,1,GNDA,power:GNDA,217.17,47.625,0,,1:None
#PWR0195,1,GND,power:GND,345.44,396.875,0,,1:None
#PWR025,1,GND,power:GND,58.42,394.335,0,,1:None
#PWR0129,1,GND,power:GND,252.095,251.46,270,,1:None
#PWR0121,1,+1.8V,power:+1V8,249.555,180.34,90,,1:None
#PWR0215,1,GND,power:GND,400.05,235.585,0,,1:None
#PWR017,1,GNDA,power:GNDA,47.625,57.785,0,,1:None
#FLG08,1,PWR_FLAG,power:PWR_FLAG,227.33,84.455,270,,1:None
#PWR040,1,GNDA,power:GNDA,78.74,29.845,270,,1:None
#PWR0145,1,GNDA,power:GNDA,264.795,50.165,270,,1:None
#PWR0278,1,+3.3V,power:+3.3V,419.735,371.475,0,,1:None
#PWR0255,1,GND,power:GND,525.78,32.385,0,y,1:None
C88,1,100nF,Device:C,385.445,45.085,0,x,1:GND; 2:+3.3V
U15,1,ADP7142AUJZ-3.3,Regulator_Linear:ADP7142AUJZ-3.3,57.15,111.76,0,,1:+4.5V; 2:GND; 3:/PW_ADC_EN; 4:+3.3VDIO; 5:+3.3VDIO
#PWR0260,1,GND,power:GND,554.99,62.865,0,,1:None
#PWR029,1,GND,power:GND,66.675,381.635,180,,1:None
#PWR0276,1,GND,power:GND,180.34,189.865,0,,1:None
#PWR0240,1,GND,power:GND,435.61,80.645,270,,1:None
C67,1,10uF,Device:C,248.285,59.055,0,x,1:GND; 2:+4.5V
C98,1,100nF,Device:C,406.4,45.085,0,x,1:GND; 2:+3.3V
#PWR0257,1,+3.3V,power:+3.3V,538.48,41.275,0,y,1:None
R29,1,4.7K,Device:R,233.68,167.64,90,,1:/DISP_RSTB; 2:Net-(J1-DISP_RSTB)
#PWR0301,1,+4.5V,power:+5VA,27.94,109.22,0,,1:None
C20,1,1uF,Device:C,74.93,202.565,180,,1:GND; 2:Net-(U2-NR)
#FLG02,1,PWR_FLAG,power:PWR_FLAG,205.74,248.92,270,,1:None
#PWR0205,1,GND,power:GND,392.43,32.385,0,y,1:None
#PWR0225,1,GND,power:GND,413.385,32.385,0,y,1:None
R85,1,10K,Device:R,60.325,94.615,0,,1:Net-(U3-RCLKN); 2:GND
C72,1,100nF,Device:C,274.955,334.645,0,x,1:GND; 2:+3.3V
C83,1,100nF,Device:C,345.44,393.065,0,x,1:GND; 2:+3.3V
#FLG01,1,PWR_FLAG,power:PWR_FLAG,170.18,256.54,90,,1:None
#PWR098,1,+3.3VCIS,power:+3.3VA,201.93,35.56,0,,1:None
#PWR051,1,GNDA,power:GNDA,93.345,67.945,270,,1:None
#PWR086,1,+3.3VDIO,power:+3.3VA,169.545,60.325,0,,1:None
#PWR0231,1,GND,power:GND,420.37,32.385,0,y,1:None
#PWR0142,1,GND,power:GND,261.62,114.3,0,,1:None
#PWR090,1,+4.5V,power:+5VA,174.625,106.68,0,,1:None
C9,1,100nF,Device:C,41.275,53.975,0,y,1:Net-(U3-AINGND2); 2:GNDA
#FLG013,1,PWR_FLAG,power:PWR_FLAG,93.345,328.295,0,,1:None
R9,1,33,Device:R,36.83,371.475,270,,1:Net-(U5-~{INT}/REFCLKO); 2:/ETH_REF_CLK
#PWR076,1,GND,power:GND,147.32,370.84,0,y,1:None
C101,1,100nF,Device:C,407.035,369.57,0,y,1:+3.3V; 2:GND
#PWR0274,1,GND,power:GND,27.94,98.425,0,,1:None
#PWR0258,1,GND,power:GND,538.48,48.895,0,y,1:None
#PWR0264,1,GND,power:GND,567.69,62.865,0,,1:None
C62,1,100nF,Device:C,223.52,43.815,0,y,1:/CIS_VREF; 2:GNDA
#PWR097,1,GNDA,power:GNDA,193.675,40.005,0,,1:None
C8,1,10uF,Device:C,158.75,225.425,0,x,1:GND; 2:+4.5V
#PWR035,1,GND,power:GND,74.93,206.375,0,,1:None
#PWR0280,1,GND,power:GND,124.46,194.31,0,,1:None
#PWR044,1,+3.3V,power:+3.3V,85.725,318.135,0,,1:None
#PWR0283,1,GND,power:GND,44.45,153.035,0,,1:None
#PWR0227,1,+3.3V,power:+3.3V,414.655,57.785,0,,1:None
C108,1,100nF,Device:C,420.37,45.085,0,x,1:GND; 2:+3.3V
#PWR074,1,GND,power:GND,133.35,370.84,0,y,1:None
R71,1,100K,Device:R,299.72,101.6,0,,1:+3.3V; 2:/MAG_INT
C40,1,100nF,Device:C,139.7,367.03,180,,1:GND; 2:Net-(TR1-C_RD)
#PWR0120,1,+1.8V,power:+1V8,247.65,261.62,90,,1:None
R25,1,75,Device:R,181.61,386.715,180,,1:Net-(C50-Pad2); 2:Net-(C49-Pad2)
#PWR0243,1,GND,power:GND,441.325,48.895,0,y,1:None
#PWR0132,1,GND,power:GND,254,160.02,270,,1:None
#PWR021,1,GND,power:GND,171.45,229.235,0,,1:None
#PWR0238,1,GND,power:GND,434.34,32.385,0,y,1:None
R1,1,33,Device:R,30.48,34.925,90,,1:/CIS_VREF; 2:Net-(U3-AINGND1)
C6,1,100nF,Device:C,34.925,53.975,0,y,1:Net-(U3-AINGND3); 2:GNDA
R26,1,75,Device:R,187.96,386.715,180,,1:Net-(C50-Pad2); 2:Net-(C52-Pad2)
#PWR0147,1,GND,power:GND,267.97,351.155,0,,1:None
K1,1,TC2030-IDC,DVB_K:K_0100,438.785,374.015,0,,1:+3.3V; 2:/SWD-IO; 3:/RST; 4:/SWD-CLK; 5:GND; 6:/SWO
C80,1,10nF,Device:C,318.135,81.915,180,,1:GND; 2:+3.3V
R13,1,10K,Device:R,53.975,335.915,0,,1:+3.3V; 2:Net-(U5-RXD1/MODE1)
C61,1,10µF,Device:C,220.98,110.49,0,,1:+3.3VCIS; 2:GNDA
#PWR095,1,GND,power:GND,181.61,398.145,0,y,1:None
#PWR0286,1,GND,power:GND,109.22,261.62,0,,1:None
#PWR0173,1,+1.8V,power:+1V8,294.64,254,270,,1:None
C18,1,100nF,Device:C,73.025,74.295,0,y,1:Net-(U3-REFP); 2:GNDA
C13,1,100nF,Device:C,53.975,53.975,0,y,1:Net-(U3-AIN4); 2:GNDA
C33,1,1µF,Device:C,107.95,308.61,180,,1:GND; 2:Net-(U5-VDDCR)
#PWR0135,1,GND,power:GND,254,187.96,270,,1:None
R48,1,10K,Device:R,298.45,143.51,0,,1:+1.8V; 2:Net-(J1-F_~{HOLD}/IO3)
#PWR083,1,+3.3VDIO,power:+3.3VA,161.925,65.405,0,,1:None
#PWR019,1,GND,power:GND,48.895,380.365,0,,1:None
C48,1,100nF,Device:C,180.975,110.49,0,x,1:GND; 2:+4.5V
C27,1,470pF,Device:C,101.6,308.61,180,,1:GND; 2:Net-(U5-VDDCR)
C19,1,100nF,Device:C,66.675,139.065,180,,1:Net-(U1-SW); 2:Net-(U1-BST)
C139,1,100nF,Device:C,81.28,113.03,0,,1:+3.3VDIO; 2:GND
R30,1,22,Device:R,233.68,172.72,90,,1:/DISP_VSYNC; 2:Net-(J1-DISP_VSYNC)
C123,1,100nF,Device:C,532.13,45.085,180,,1:GND; 2:+3.3V
C15,1,100nF,Device:C,60.325,53.975,0,y,1:Net-(U3-AIN4); 2:GNDA
#PWR0224,1,GND,power:GND,407.67,85.725,0,,1:None
#PWR0285,1,+3.3V,power:+3.3V,372.11,391.795,0,,1:None
C138,1,10µF,Device:C,74.295,113.03,0,,1:+3.3VDIO; 2:GND
R87,1,10K,Device:R,60.325,86.995,0,,1:+3.3VDIO; 2:Net-(U3-RCLKN)
C17,1,10µF,Device:C,170.18,260.35,0,y,1:+7.6V; 2:GND
#PWR0220,1,GND,power:GND,406.4,48.895,0,y,1:None
#PWR0174,1,+1.8V,power:+1V8,294.64,261.62,270,,1:None
C71,1,4.7uF,Device:C,269.24,310.515,0,x,1:GND; 2:+3.3V
C141,1,22pF,Device:C,179.07,53.975,180,,1:GND; 2:/DCMI_PIXCLK
C107,1,100nF,Device:C,420.37,28.575,0,x,1:GND; 2:+3.3V
#PWR03,1,+4.5V,power:+6V,27.94,173.355,0,,1:None
R64,1,33,Device:R,546.1,85.725,270,,1:/DCMI_PIXCLK; 2:Net-(U14-PA6)
R52,1,33,Device:R,378.46,375.92,270,,1:Net-(U13-SCLK); 2:/QUADSPI_CLK
C133,1,10µF,Device:C,215.9,240.03,0,,1:+4.6V; 2:GND
C113,1,100nF,Device:C,434.34,45.085,0,x,1:GND; 2:+3.3V
C56,1,100nF,Device:C,205.105,158.115,0,x,1:GND; 2:+3.3V
R65,1,22,Device:R,546.1,93.345,270,,1:/CIS_CP; 2:Net-(U14-PA9)
#PWR0170,1,GND,power:GND,282.575,358.775,270,,1:None
C87,1,100nF,Device:C,385.445,28.575,0,x,1:GND; 2:+3.3V
R40,1,1K,Device:R,261.62,102.87,0,,1:/CIS_LED_G; 2:Net-(Q2-G)
C97,1,100nF,Device:C,406.4,28.575,0,x,1:GND; 2:+3.3V
#PWR0214,1,GND,power:GND,400.05,225.425,180,,1:None
C35,1,10µF,Device:C,210.82,240.03,0,y,1:+4.6V; 2:GND
C54,1,10nF,Device:C,194.31,379.095,0,,1:Net-(C54-Pad1); 2:Net-(C54-Pad2)
#PWR0133,1,GND,power:GND,254,177.8,270,,1:None
#PWR0162,1,GND,power:GND,288.296,160.02,90,,1:None
#PWR033,1,GNDA,power:GNDA,73.025,78.105,0,,1:None
R5,1,33,Device:R,36.83,346.075,90,,1:/ETH_TXD1; 2:Net-(U5-TXD1)
C102,1,10uF,Device:C,407.67,81.915,0,x,1:GND; 2:VREF+
U7,1,ADP7142AUJZ-3.3,Regulator_Linear:ADP7142AUJZ-3.3,203.835,86.995,0,,1:+4.5V; 2:GNDA; 3:/PW_ADC_EN; 4:+3.3VADC; 5:+3.3VADC
C49,1,10nF,Device:C,181.61,379.095,0,,1:Net-(TR1-C_RX); 2:Net-(C49-Pad2)
#FLG04,1,PWR_FLAG,power:PWR_FLAG,116.84,142.875,270,,1:None
#PWR096,1,GNDA,power:GNDA,187.325,40.005,0,,1:None
R38,1,100K,Device:R,247.65,110.49,0,,1:Net-(Q1-G); 2:GND
R4,1,33,Device:R,36.83,343.535,90,,1:/ETH_TXD0; 2:Net-(U5-TXD0)
#PWR0124,1,+4.6V,power:+1V8,249.555,195.58,90,,1:None
#PWR04,1,GND,power:GND,27.94,180.975,0,,1:None
R86,1,33,Device:R,66.675,29.845,180,,1:Net-(U3-AIN4); 2:/CIS_VREF
C89,1,100nF,Device:C,392.43,28.575,0,x,1:GND; 2:+3.3V
#PWR0188,1,GND,power:GND,330.835,147.32,0,,1:None
#PWR011,1,GND,power:GND,158.75,229.235,0,,1:None
C43,1,100nF,Device:C,169.545,64.135,0,y,1:+3.3VDIO; 2:GND
#PWR054,1,GND,power:GND,95.885,386.715,0,,1:None
L2,1,10uH,Device:L,175.26,238.76,180,,1:Net-(U4-SWP2); 2:+4.5V
C4,1,100nF,Device:C,34.29,177.165,0,x,1:GND; 2:+4.5V
R61,1,33,Device:R,431.8,194.945,270,,1:Net-(U14-PI7); 2:/DCMI_D7
#FLG03,1,PWR_FLAG,power:PWR_FLAG,210.82,236.22,270,,1:None
#PWR08,1,GND,power:GND,152.4,229.235,0,,1:None
#PWR0303,1,GND,power:GND,57.15,119.38,0,,1:None
R53,1,10K,Device:R,379.73,369.57,0,,1:+3.3V; 2:/QUADSPI_NCS
C1,1,10uF,Device:C,27.94,139.065,0,x,1:GND; 2:+15V
#PWR0194,1,+3.3V,power:+3.3V,345.44,389.255,0,,1:None
#PWR0302,1,GND,power:GND,27.94,116.84,0,,1:None
C86,1,100nF,Device:C,378.46,45.085,0,x,1:GND; 2:+3.3V
R51,1,100K,Device:R,346.075,39.37,0,,1:+3.3V; 2:/IMU_INT
J1,1,DISP_Internal_Conn,DFR:DFR_A1706_Internal_Conn,256.54,157.48,0,,1:GND; 2:GND; 3:Net-(J1-F_~{HOLD}/IO3); 4:/DISP_PW_CTRL; 5:Net-(J1-F_~{WP}/IO2); 6:/DISP_PW_VO3_EN; 7:Net-(J1-F_D0/IO1); 8:Net-(J1-DISP_RSTB); 9:Net-(J1-F_DIO/IO0); 10:/DISP_INT; 11:Net-(J1-F_~{CS}); 12:Net-(J1-DISP_VSYNC); 13:Net-(J1-F_CLK); 14:/DISP_TE; 15:GND; 16:GND; 17:+1.8V; 18:+1.8V; 19:+1.8V; 20:GND; 21:GND; 22:+3.3V; 23:/DSIHOST_CKP; 24:GND; 25:/DSIHOST_CKN; 26:+7.6V; 27:GND; 28:GND; 29:/DSIHOST_D0P; 30:+4.6V; 31:/DSIHOST_D0N; 32:-4.5V; 33:GND; 34:GND; MP1:GND; MP2:GND; MP3:GND; MP4:GND
#PWR053,1,+4.5V,power:+6V,294.64,264.16,270,,1:None
#PWR084,1,GND,power:GND,161.925,73.025,0,,1:None
C84,1,4.7uF,Device:C,371.475,45.085,0,x,1:GND; 2:+3.3V
C96,1,1µF,Device:C,401.32,81.915,0,,1:VREF+; 2:GND
R72,1,0R,Device:R,27.94,94.615,0,,1:GNDA; 2:GND
#PWR047,1,GND,power:GND,90.17,180.975,0,,1:None
#PWR0148,1,GND,power:GND,267.97,381.635,0,,1:None
#PWR0203,1,GND,power:GND,385.445,32.385,0,,1:None
#PWR064,1,+4.6V,power:+1V8,210.82,236.22,0,,1:None
#PWR031,1,+7.6V,power:+1V8,170.18,256.54,0,,1:None
#PWR030,1,GND,power:GND,66.675,391.795,0,,1:None
R45,1,16,Device:R,283.21,97.79,0,,1:/CIS_VLED_B; 2:Net-(Q3-D)
R77,1,75K,Device:R,22.86,166.37,0,,1:/UVLO; 2:GND
#PWR0208,1,GND,power:GND,392.43,393.7,0,,1:None
#PWR0130,1,GND,power:GND,252.095,259.08,270,,1:None
#PWR0235,1,+3.3V,power:+3.3V,424.18,85.725,90,,1:None
#PWR0143,1,GNDA,power:GNDA,264.795,27.305,270,,1:None
U16,1,XC6206P182MR,Regulator_Linear:XC6206PxxxMR,96.52,254,0,,1:GND; 2:+1.8V; 3:+3.3V
#PWR014,1,GND,power:GND,46.99,180.975,270,,1:None
#PWR0176,1,GND,power:GND,298.45,238.76,90,,1:None
#PWR0209,1,GND,power:GND,393.7,238.125,0,,1:None
#PWR093,1,GND,power:GND,180.975,92.075,0,,1:None
